	Fecha,Hora,Memoria total (kB),Memoria usada (kB),Memoria libre (kB),Memoria compartida (kB),Buffer (kB),Caché (kB),Memoria disponible (kB)
2024-06-11,14:06:18,2006020,1140196,136320,35808,729504,660640,
2024-06-11,14:06:23,2006020,930308,351108,26752,724604,879580,
2024-06-11,14:06:28,2006020,931740,349596,26752,724684,878148,
2024-06-11,14:06:33,2006020,932104,349104,26752,724812,877784,
2024-06-11,14:06:38,2006020,972584,303748,26756,729688,837300,
2024-06-11,14:06:43,2006020,972520,303748,26756,729752,837364,
2024-06-11,14:06:48,2006020,972456,303748,26756,729816,837428,
2024-06-11,14:06:53,2006020,972224,303748,26756,730048,837576,
2024-06-11,14:06:58,2006020,972236,303748,26756,730036,837648,
2024-06-11,14:07:03,2006020,972172,303748,26756,730100,837712,
2024-06-11,14:07:08,2006020,972332,303524,26756,730164,837552,
2024-06-11,14:07:13,2006020,973612,302180,26756,730228,836272,
2024-06-11,14:07:18,2006020,973548,302180,26756,730292,836336,
2024-06-11,14:07:23,2006020,973988,301676,26756,730356,835896,
2024-06-11,14:07:28,2006020,975516,300084,26756,730420,834368,
2024-06-11,14:07:33,2006020,975452,300084,26756,730484,834432,
2024-06-11,14:07:38,2006020,975892,299580,26756,730548,833992,
2024-06-11,14:07:43,2006020,976080,299328,26756,730612,833804,
2024-06-11,14:07:48,2006020,978788,296556,26756,730676,831096,
2024-06-11,14:07:53,2006020,979424,295856,26756,730740,830460,
2024-06-11,14:07:58,2006020,979360,295856,26756,730804,830524,
2024-06-11,14:08:03,2006020,979296,295856,26756,730868,830588,
2024-06-11,14:08:08,2006020,979484,295604,26756,730932,830400,
2024-06-11,14:08:13,2006020,981436,293588,26756,730996,828448,
2024-06-11,14:08:18,2006020,981616,293336,26756,731068,828268,
2024-06-11,14:08:23,2006020,981552,293336,26756,731132,828332,
2024-06-11,14:08:28,2006020,981740,293084,26756,731196,828144,
2024-06-11,14:08:33,2006020,984612,290148,26756,731260,825272,
2024-06-11,14:08:38,2006020,984800,289896,26756,731324,825084,
2024-06-11,14:08:43,2006020,984732,289896,26756,731392,825152,
2024-06-11,14:08:48,2006020,985676,288888,26756,731456,824208,
2024-06-11,14:08:53,2006020,985612,288888,26756,731520,824272,
2024-06-11,14:08:58,2006020,986048,288384,26760,731588,823832,
2024-06-11,14:09:03,2006020,1009152,250080,26852,746788,800608,
2024-06-11,14:09:08,2006020,994368,235728,26740,775924,815304,
2024-06-11,14:09:13,2006020,1081720,115832,35204,808468,719556,
2024-06-11,14:09:18,2006020,1104588,112600,28084,788832,704000,
2024-06-11,14:09:23,2006020,1183168,97624,28040,725228,626112,
2024-06-11,14:09:28,2006020,1216988,140916,27952,648116,592516,
2024-06-11,14:09:33,2006020,1219740,135876,27952,650404,589932,
2024-06-11,14:09:38,2006020,1233160,100120,27956,672740,576424,
2024-06-11,14:09:43,2006020,1247816,115268,26032,642936,564412,
2024-06-11,14:09:49,2006020,1327936,129072,23764,549012,487888,
2024-06-11,14:09:54,2006020,1369484,120192,23964,516344,447576,
2024-06-11,14:09:59,2006020,1379232,109596,23964,517192,437936,
2024-06-11,14:10:04,2006020,1356516,128712,23968,520792,460480,
2024-06-11,14:10:09,2006020,1353656,126456,26040,525908,461436,
2024-06-11,14:10:14,2006020,1343712,169932,23984,492376,474832,
2024-06-11,14:10:19,2006020,1403884,106672,24024,495464,414628,
2024-06-11,14:10:24,2006020,1436564,98588,24428,470868,383012,
2024-06-11,14:10:29,2006020,1490132,92364,24480,423524,332328,
2024-06-11,14:10:34,2006020,1504084,106576,22732,395360,320204,
2024-06-11,14:10:39,2006020,1402320,208908,20500,394792,424248,
2024-06-11,14:10:44,2006020,1454496,141884,20504,409640,371984,
2024-06-11,14:10:49,2006020,1414636,170368,20496,421016,411872,
2024-06-11,14:10:54,2006020,1409740,170612,20500,425668,416736,
2024-06-11,14:10:59,2006020,1454272,125504,20500,426244,372204,
2024-06-11,14:11:04,2006020,1478780,100396,21200,426844,346996,
2024-06-11,14:11:09,2006020,1519912,95992,21092,390116,307044,
2024-06-11,14:11:14,2006020,1579008,95832,24036,331180,245664,
2024-06-11,14:11:19,2006020,1448956,220252,28044,336812,371736,
2024-06-11,14:11:24,2006020,1472600,179016,28092,354404,348044,
2024-06-11,14:11:29,2006020,1448928,200148,28116,356944,371692,
2024-06-11,14:11:34,2006020,1427532,218292,28176,360196,393028,
